GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS481323219	2020-04-08 16:33:15	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-03-29	06:30:00	obsr612663	S35647208	Traveling	P22	EBIRD	315	6.000		11	1	G2310726	1	1	0			great scope views	
URN:CornellLabOfOrnithology:EBIRD:OBS480056571	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-03-29	16:32:00	obsr882773	S35532634	Traveling	P22	EBIRD	120	3.219		2	1	G2303897	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS478963658	2022-01-30 16:04:09.967212	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2017-03-18	05:47:00	obsr874191	S35451617	Traveling	P22	EBIRD_CAMERICA	437	1.500		5	1	G2280066	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1658968422	2023-03-18 16:42:23.41364	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L23109702	P	15.5931364	-87.0612424	2017-03-29		obsr316100	S131220042	Incidental	P20	EBIRD					0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS479935828	2022-01-30 16:04:09.967212	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2017-03-18	05:47:00	obsr554856	S35523565	Traveling	P22	EBIRD_CAMERICA	437	1.500		5	1	G2280066	0	1	0		Lodge grounds and Mermaid Trail. Missed a Quetzal (Elmer Escoto)		
URN:CornellLabOfOrnithology:EBIRD:OBS481347729	2020-04-08 16:33:15	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-03-29	06:30:00	obsr316100	S35649035	Traveling	P22	EBIRD	315	6.000		11	1	G2310726	1	1	0			great scope views	
URN:CornellLabOfOrnithology:EBIRD:OBS472243783	2021-08-05 16:39:14.135313	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-03-03	07:00:00	obsr703876	S34937303	Traveling	P22	EBIRD_QC	300	1.000		2	1	G2253723	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS477658937	2022-01-30 16:04:09.967212	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2017-03-18	05:47:00	obsr46312	S35354310	Traveling	P22	EBIRD_CAMERICA	437	1.500		5	1	G2280066	0	1	0		Lodge grounds and Mermaid Trail. Missed a Quetzal (Elmer Escoto)		
URN:CornellLabOfOrnithology:EBIRD:OBS479900364	2020-04-08 16:33:15	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-03-29	06:30:00	obsr163746	S35520869	Traveling	P22	EBIRD	315	6.000		11	1	G2310726	1	1	0			great scope views	
URN:CornellLabOfOrnithology:EBIRD:OBS489708431	2022-10-26 03:22:09.061392	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							La Villa de Soledad B&B	L3736949	H	15.7294747	-86.7334771	2017-04-24	06:30:00	obsr548297	S36230245	Traveling	P22	EBIRD	60	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS493586366	2018-08-06 17:12:31	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-04-15	17:15:00	obsr901331	S36492982	Traveling	P22	EBIRD	45	0.805		3	1	G2381570	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS486165140	2018-08-06 17:12:31	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-04-15	17:15:00	obsr548297	S35998371	Traveling	P22	EBIRD	45	0.805		3	1	G2381570	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS482723446	2018-08-16 14:38:45	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-04-05	10:29:00	obsr555085	S35751656	Incidental	P20	EBIRD				1	0		0	1	0		<br>Submitted from eBird Android 1.3		
URN:CornellLabOfOrnithology:EBIRD:OBS486470450	2019-08-09 23:38:20	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-04-16	06:45:00	obsr355341	S36017910	Traveling	P22	EBIRD	350	3.219		2	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS491304433	2019-08-09 23:38:33	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-04-26	06:00:00	obsr398519	S36331245	Traveling	P22	EBIRD	250	1.609		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS493587729	2018-08-06 17:12:31	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-04-15	17:15:00	obsr901190	S36493063	Traveling	P22	EBIRD	45	0.805		3	1	G2381570	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS485950235	2019-08-09 23:38:20	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Lodge at Pico Bonito	L870828	H	15.6929962	-86.9022846	2017-04-15	06:00:00	obsr355341	S35975250	Traveling	P22	EBIRD	630	10.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS509117189	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Rio Zacate	L3317324	H	15.6925721	-86.9321537	2017-06-07	06:45:00	obsr334421	S37449909	Traveling	P22	EBIRD	198	3.219		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS514399754	2019-08-09 23:38:37	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-06-27	07:00:00	obsr334421	S37833563	Traveling	P22	EBIRD	180	3.219		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523165709	2019-08-09 23:38:39	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2017-07-16	06:37:00	obsr622363	S38477057	Traveling	P22	EBIRD	199	1.609		3	1	G2569008	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS516774594	2021-08-05 16:39:14.135313	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Unbelievable Falls Trails at The Lodge	L2435781	H	15.6834728	-86.8984437	2017-07-05	05:38:00	obsr349708	S38006567	Traveling	P22	EBIRD	320	7.242		2	1		0	1	0			Well seen.  Lifer.	
URN:CornellLabOfOrnithology:EBIRD:OBS521861267	2019-08-09 23:38:39	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2017-07-16	06:37:00	obsr334421	S38378862	Traveling	P22	EBIRD	199	1.609		3	1	G2569008	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS523816626	2019-08-09 23:38:40	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Centro de Visitantes/Sendero La Roca	L4856780	H	15.7259000	-86.7347000	2017-07-16	06:37:00	obsr646060	S38525623	Traveling	P22	EBIRD	199	1.609		3	1	G2569008	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS535624083	2018-08-16 14:38:45	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-09-22	06:00:00	obsr800865	S39377184	Traveling	P22	EBIRD	245	0.800		5	1	G2651709	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS534902499	2018-08-16 14:38:46	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-09-22	06:00:00	obsr131276	S39330720	Traveling	P22	EBIRD	245	0.800		5	1	G2651709	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS535717786	2018-08-16 14:38:45	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-09-22	06:00:00	obsr653954	S39383635	Traveling	P22	EBIRD	245	0.800		5	1	G2651709	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS753724716	2019-05-07 12:21:58	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-09-22	06:00:00	obsr684838	S55962284	Traveling	P22	EBIRD	245	0.800		5	1	G2651709	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539599032	2021-08-04 22:32:58.715323	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-10-07	06:00:00	obsr651458	S39771277	Traveling	P22	EBIRD_CAMERICA	260	2.000		3	1	G2673792	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS539512631	2021-08-05 16:14:29.936444	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-10-07	06:00:00	obsr538458	S39728043	Traveling	P22	EBIRD_CAMERICA	260	2.000		3	1	G2673792	0	1	0		Con Alex Lopez & Ricardo Aguilar , se evaluó el sendero que va hacia la montaña		
URN:CornellLabOfOrnithology:EBIRD:OBS553135538	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2017-11-25	07:00:00	obsr662346	S40794450	Traveling	P22	EBIRD	160	3.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS553919059	2021-03-25 08:27:36.123536	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-11-21	13:41:00	obsr554856	S40857043	Traveling	P22	EBIRD	222	1.200		7	1	G2748383	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS550458614	2017-11-18 20:17:40	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Sendero Propino	L4717426	H	15.7008000	-86.9170000	2017-11-18	15:10:00	obsr662346	S40583258	Traveling	P22	EBIRD	145	2.000		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS573434354	2021-03-25 08:27:36.123536	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-11-21	13:41:00	obsr981734	S42425825	Traveling	P22	EBIRD	222	1.200		7	1	G2748383	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS551707011	2021-03-25 08:27:36.123536	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-11-21	13:41:00	obsr789606	S40681449	Traveling	P22	EBIRD	222	1.200		7	1	G2748383	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS551448334	2021-03-25 08:27:36.123536	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2017-11-21	13:41:00	obsr546404	S40663469	Traveling	P22	EBIRD	222	1.200		7	1	G2748383	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS560939313	2017-12-28 12:06:38	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Carretera de Acceso a Río Santiago Nature Resort	L3531473	H	15.6145434	-87.0607495	2017-12-18	08:00:00	obsr882710	S41373757	Traveling	P22	EBIRD	300	6.437		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS572277139	2018-08-06 17:12:34	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-01-26	06:58:00	obsr348772	S42329386	Traveling	P22	EBIRD	185	2.897		10	1	G2902813	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570025144	2021-08-04 22:32:58.715323	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2018-01-20	06:00:00	obsr685625	S42143824	Traveling	P22	EBIRD	420	5.000		3	1	G2885757	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS572642168	2023-05-18 10:32:20.624607	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							The Lodge at Pico Bonito 15.693x-86.902 - nov. 6, 2016 1:35 PM	L5063376	P	15.6930847	-86.9022335	2018-01-28	15:00:00	obsr662346	S42358858	Traveling	P22	EBIRD	150	1.100		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS572260714	2018-08-06 17:12:34	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-01-26	06:58:00	obsr53627	S42328053	Traveling	P22	EBIRD	185	2.897		10	1	G2902813	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS563165280	2018-08-06 17:12:33	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				3					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-01-02	06:50:00	obsr565626	S41552020	Traveling	P22	EBIRD	249	1.931		3	1		0	1	0		With Donna and bird guide Jose Santos Calderon (on staff of Pico Bonito Lodge)	Heard very well, one seen well	
URN:CornellLabOfOrnithology:EBIRD:OBS565458101	2023-05-18 10:32:24.844548	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2018-01-08	06:55:00	obsr316288	S41747621	Traveling	P22	EBIRD	301	5.354		5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570025221	2021-08-04 22:32:58.715323	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2018-01-20	06:00:00	obsr283709	S42143825	Traveling	P22	EBIRD	420	5.000		3	1	G2885757	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1769268711	2023-06-26 13:09:05.268557	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-01-26	06:58:00	obsr934653	S142783793	Traveling	P22	EBIRD	185	2.897		10	1	G2902813	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS888113004	2020-04-03 15:47:46	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-01-26	06:58:00	obsr1010723	S66582398	Traveling	P22	EBIRD	185	2.897		10	1	G2902813	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS569581171	2021-08-04 22:32:58.715323	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2018-01-20	06:00:00	obsr548297	S42108898	Traveling	P22	EBIRD	420	5.000		3	1	G2885757	1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS570417526	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Rio santiago nature resort	L6765688	P	15.5985268	-87.0424461	2018-01-22	07:30:00	obsr999168	S42175084	Traveling	P22	EBIRD	390	1.000		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS571418698	2018-08-06 17:12:34	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-01-26	06:58:00	obsr49298	S42261232	Traveling	P22	EBIRD	185	2.897		10	1	G2902813	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS572364216	2018-08-06 17:12:34	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-01-26	06:58:00	obsr1008188	S42336055	Traveling	P22	EBIRD	185	2.897		10	1	G2902813	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS624636517	2023-05-18 10:32:24.863192	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				5					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2018-02-28	06:30:00	obsr624643	S46087605	Historical	P62	EBIRD	375			5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS580026354	2019-08-09 23:38:52	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Mermaid Falls Trail	L4307354	H	15.6871293	-86.9011045	2018-02-19	15:25:00	obsr143555	S43006712	Traveling	P22	EBIRD_CAMERICA	59	1.412		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS583021547	2018-04-09 12:25:29	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-02-16	08:00:00	obsr362263	S43254084	Traveling	P22	EBIRD	180	3.219		8	1	G2981212	0	1	0			heard	
URN:CornellLabOfOrnithology:EBIRD:OBS623041526	2018-05-24 13:15:14	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				X					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-02-26	10:30:00	obsr624643	S45984853	Historical	P62	EBIRD				12	1		0	1	0			Heard only	
URN:CornellLabOfOrnithology:EBIRD:OBS583200088	2018-02-28 15:37:31	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Mermaid Falls Trail	L4307354	H	15.6871293	-86.9011045	2018-02-17	16:00:00	obsr554856	S43268843	Traveling	P22	EBIRD	90	3.219		5	1	G2981205	0	1	0			Heard	
URN:CornellLabOfOrnithology:EBIRD:OBS796877973	2020-04-18 06:15:30	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				X					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-02-14		obsr1290037	S59155103	Historical	P62	EBIRD				5	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS577842993	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				2					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2018-02-15	06:45:00	obsr316288	S42788521	Traveling	P22	EBIRD	350	6.000		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS577406206	2021-08-05 16:39:14.135313	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Unbelievable Falls Trails at The Lodge	L2435781	H	15.6834728	-86.8984437	2018-02-02	06:30:00	obsr999168	S42739670	Traveling	P22	EBIRD	630	5.000		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS578083655	2022-10-25 03:57:25.277353	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-02-14	08:16:00	obsr316288	S42834704	Traveling	P22	EBIRD	162	4.163		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS583272886	2018-02-28 19:50:05	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							Río Santiago Nature Resort	L1676287	H	15.5931364	-87.0612424	2018-02-28	06:00:00	obsr548297	S43275242	Traveling	P22	EBIRD	360	3.219		10	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS578884528	2021-08-05 00:46:57.697163	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Loop Trail at The Lodge	L5646295	H	15.6821824	-86.9010007	2018-02-17	16:04:00	obsr143555	S42908116	Traveling	P22	EBIRD_CAMERICA	100	1.200		1	1		0	1	0		Halved the distance 		
URN:CornellLabOfOrnithology:EBIRD:OBS583013497	2018-02-28 15:37:31	9525	species	avibase-A8FEEA01	Keel-billed Motmot	Electron carinatum				1					Honduras	HN	Atlántida	HN-AT							PN Pico Bonito--Mermaid Falls Trail	L4307354	H	15.6871293	-86.9011045	2018-02-17	16:00:00	obsr362263	S43253462	Traveling	P22	EBIRD	90	3.219		5	1	G2981205	0	1	0			Heard	
